id,Tournament Name,Date,Placement,Start Placement,End Placement,Tier,Team,Opposing Team,Score,Opposing Score,Earnings
4dr,On Art Challenge Series Season 2,2015-08-23,1st,1.0,,Minor,PaiN Gaming,INTZ eSports,3,1,429
4dr,BTS Americas #1,2015-07-03,9 - 16th,9.0,16.0,Minor,PaiN Gaming,Team Unknown,1,2,0
4dr,Awqa League,2015-06-21,5 - 6th,5.0,6.0,Minor,PaiN Gaming,Isurus Gaming,0,1,500
4dr,Sudamerican Master 2,2015-06-14,2nd,2.0,,Minor,PaiN Gaming,Union Gaming,2,3,400
4dr,X5 Mega Arena 2015,2015-05-03,1st,1.0,,Minor,PaiN Gaming,INTZ eSports,2,0,2672
4dr,Dota 2 Canada Cup - Season 5,2015-04-18,9 - 12th,9.0,12.0,Minor,PaiN Gaming,,,,0
4dr,Dota 2 Canada Cup - Season 4,2015-02-21,9 - 16th,9.0,16.0,Minor,PaiN Gaming,,,,0
4dr,Rocketz League Season 2,2014-12-21,1st,1.0,,Minor,PaiN Gaming,Isurus Gaming,2,0,755
4dr,Battle of America,2014-11-29,7 - 8th,7.0,8.0,Minor,PaiN Gaming,Not Today,0,2,0
4dr,Brasil Game Cup 2014,2014-10-12,1st,1.0,,Major,PaiN Gaming,Isurus Gaming,2,0,16500
4dr,X5 Mega Arena 2014,2014-09-29,1st,1.0,,Minor,PaiN Gaming,Keyd Stars,2,1,1445
4dr,BountyHunter America Showdown #2,2014-08-24,4 - 5th,4.0,5.0,Minor,CNB e-Sports Club,Not Today,0,2,0
4dr,American Dota League Season 2,2014-05-11,9 - 13th,9.0,13.0,Major,CNB e-Sports Club,,,,0
4dr,Zotac Starleague,2014-04-27,1st,1.0,,Minor,CNB e-Sports Club,Axis,3,0,2230
4dr,MLG T.K.O. America,2014-02-19,6 - 8th,6.0,8.0,Major,Swagenteiger,,,,0
4dr,Dota 2 Canada Cup - Season 2,2013-12-31,1st,1.0,,Minor,Swagenteiger,Pretty Boy Swag,3,3,700
5400,National Electronic Sports Open 2014,2014-12-06,5 - 8th,5.0,8.0,Major,LAI Gaming,TongFu.WanZhou,1,2,0
5400,ECL 2014 Dota 2 Autumn,2014-11-15,5 - 10th,5.0,10.0,Major,LAI Gaming,,,,0
5400,G-League 2014,2014-10-26,5 - 8th,5.0,8.0,Major,LAI Gaming,Invictus Gaming,0,2,0
5400,Sina Cup Supernova Dota 2 Open Season 5,2014-09-21,3rd,3.0,,Major,LAI Gaming,Invictus Gaming,1,2,1628
5400,ECL 2014 Spring,2014-06-15,5 - 12th,5.0,12.0,Major,CNB.cn,,,,0
5400,WVW National Electronic Sports Classic April,2014-05-01,5 - 8th,5.0,8.0,Major,TI9 Champion,Talent.cn,0,2,240
5400,Netolic Pro League #5 East,2014-03-28,5 - 6th,5.0,6.0,Major,CNB.cn,Invictus Gaming,0,1,0
5400,Sina Cup Supernova Dota 2 Open Season 3,2014-03-04,7 - 8th,7.0,8.0,Major,CNB.cn,CIS Game,0,1,0
5400,Dota League Code A,2013-12-29,4th,4.0,,Minor,For.Love,HyperGloryTeam,1,2,165
5400,Fengyun Dota 2 Tournament,2013-12-24,9 - 16th,9.0,16.0,Major,For.Love,TongFu,1,2,0
5400,Sina Cup Supernova Dota 2 Open Season 2,2013-12-04,5 - 6th,5.0,6.0,Major,For.Love,Team DK/Team DK,0,1,0
633,Russian e-Sports Championship 2018,2018-05-27,2nd,2.0,,Minor,Suicide Team,Slozhniy memas,1,3,6429
633,Taurora Dota 2 Invitational #1,2018-05-19,1st,1.0,,Minor,Espada,Gambit Esports,2,0,4121
633,Dota 2 Champions League Season 13,2017-09-30,1st,1.0,,Minor,Spartak Esports,Elements Pro Gaming,2,0,2500
633,The Final Match Season 1,2017-07-09,3rd,3.0,,Major,Team Spirit,SG e-sports,1,2,6500
633,Russian e-Sports Cup 2017,2017-05-28,3rd,3.0,,Major,Team Spirit,Elements Pro Gaming,2,0,9024
633,Mr. Cat Invitational Europe,2017-05-07,9 - 10th,9.0,10.0,Major,Team Spirit,Vega Squadron,-,W,0
633,ProDotA Cup Europe #16,2017-03-28,3rd,3.0,,Minor,Team Spirit,F.R.I.E.N.D.S.,0,2,500
633,Dota 2 Champions League Season 11,2017-03-26,2nd,2.0,,Minor,Team Spirit,PENTA Sports,0,2,1500
633,WellPlay Invitational #7,2017-03-24,1st,1.0,,Minor,Team Spirit,Vega Squadron,3,1,2500
633,OverPower Cup #1,2017-03-21,1st,1.0,,Minor,Team Spirit,F.R.I.E.N.D.S.,2,1,3500
633,Dota 2 Champions League Season 10,2017-02-15,9 - 16th,9.0,16.0,Minor,Team Spirit,Hive,0,1,0
633,World Electronic Sports Games 2016,2017-01-13,13 - 16th,13.0,16.0,Premier,Fantastic Five,,,,0
633,ProDotA Cup Europe #12,2016-11-18,9 - 12th,9.0,12.0,Minor,Fantastic Five,ALTERNATE aTTaX,0,1,0
633,Dota 2 Champions League Season 9,2016-11-07,9 - 16th,9.0,16.0,Minor,Fantastic Five,Comanche,0,1,0
633,ProDotA Cup Europe #11,2016-10-22,5 - 6th,5.0,6.0,Minor,Fantastic Five,ALTERNATE aTTaX,0,1,0
633,WESG 2016 Europe & CIS Finals,2016-10-08,5 - 8th,5.0,8.0,Major,Fantastic Five,Ukraine,1,2,2997
633,Dota 2 Champions League Season 8,2016-09-26,9 - 16th,9.0,16.0,Minor,Fantastic Five,Flipsid3 Tactics,0,1,0
633,BTS Europe #4,2016-09-22,5 - 8th,5.0,8.0,Minor,Fantastic Five,,,,0
633,WellPlay Invitational #4,2016-09-14,5 - 6th,5.0,6.0,Minor,Fantastic Five,Power Rangers,1,2,0
633,NVIDIA Dota 2 CIS Cup Series Grand Final #8,2016-09-03,2nd,2.0,,Minor,Fantastic Five,Flipsid3 Tactics,0,2,500
633,WCA2016 EU Main Qualifier,2016-08-28,5 - 6th,5.0,6.0,Major,Fantastic Five,Team Empire,0,2,1357
633,WellPlay Invitational #3,2016-08-18,2nd,2.0,,Minor,Fantastic Five,The Imperial,0,3,500
633,joinDOTA League Season 10 Europe,2016-07-29,6th,6.0,,Minor,Fantastic Five,,,,0
633,NoShang Invitational,2016-07-20,2nd,2.0,,Minor,Fantastic Five,Power Rangers,1,3,3000
633,Loot Market Invitational,2016-07-01,5 - 6th,5.0,6.0,Minor,Fantastic Five,The Imperial,-,W,0
633,ProDotA Cup Europe #7,2016-06-16,9 - 12th,9.0,12.0,Minor,Fantastic Five,Team Spirit,0,1,0
633,WellPlay Invitational #2,2016-06-08,5 - 6th,5.0,6.0,Minor,Fantastic Five,Polarity,1,2,0
633,ProDotA Cup Europe #6,2016-05-20,9 - 12th,9.0,12.0,Minor,Fantastic Five,Team Bad English,0,1,0
633,WellPlay Invitational #1,2016-04-27,2nd,2.0,,Minor,Fantastic Five,Power Rangers,1,3,750
633,Solid Dota2 Challenge,2016-04-26,5 - 6th,5.0,6.0,Minor,Fantastic Five,Rebels,0,2,0
633,ProDotA Cup Europe #5,2016-04-16,4th,4.0,,Minor,Fantastic Five,Team Empire,0,2,0
633,BTS Europe #3,2016-04-04,9 - 16th,9.0,16.0,Minor,Fantastic Five,Ad Finem,1,2,0
633,ProDotA Cup Europe #4,2016-03-23,7 - 8th,7.0,8.0,Minor,RoX,PRIES,0,1,0
633,Uprise Champions Cup Europe,2016-02-18,1st,1.0,,Minor,RoX,ALTERNATE aTTaX,3,1,9000
633,Rumble Town,2016-02-12,3 - 4th,3.0,4.0,Minor,RoX,Danish Bears,0,2,0
633,GameOn Invitational,2016-02-08,5 - 8th,5.0,8.0,Minor,RoX,Danish Bears,0,2,0
633,BTS Europe #2,2016-02-07,9 - 16th,9.0,16.0,Minor,RoX,Danish Bears,0,2,0
633,ProDotA National Cup,2016-02-06,2nd,2.0,,Minor,Russia,Romania,2,3,2000
633,ProDotA Cup Europe #2,2016-01-29,2nd,2.0,,Minor,RoX,Ad Finem,2,3,1000
633,BTS Europe #1,2015-12-29,1st,1.0,,Minor,Fantastic Five,Natus Vincere,3,2,5000
633,Hitbox Elite Cup,2015-12-27,5 - 6th,5.0,6.0,Minor,Fantastic Five,HellRaisers,1,2,0
633,ProDotA Cup Europe #1,2015-12-22,3rd,3.0,,Minor,Fantastic Five,PRIES,2,1,500
633,Uprise Champions Cup Europe,2015-12-05,9 - 12th,9.0,12.0,Minor,Fantastic Five,,,,0
633,MSI Dragon Battle #9,2015-12-02,1st,1.0,,Monthly,Fantastic Five,Reasonable Doubt,2,1,1586
633,PGL Dota 2 Pro-AM,2015-11-01,9 - 16th,9.0,16.0,Major,Fantastic Five,London Conspiracy,1,2,0
633,Dota 2 Champions League Season 6,2015-10-20,13 - 16th,13.0,16.0,Major,Fantastic Five,Team Empire,0,2,0
633,PGL Dota 2 Pro-AM Qualifier #2,2015-09-27,1st-2nd,1.0,2.0,Minor,Fantastic Five,MumMIfamus,2,0,2000
633,Hitbox EU Championship #3,2015-08-26,7 - 8th,7.0,8.0,Minor,Teamless,ALTERNATE aTTaX,1,2,0
633,MSI Dragon Battle #7,2015-08-19,2nd,2.0,,Monthly,SQreen's Squad,ScaryFaceZ,0,2,558
633,Game Show Invitational,2015-07-06,1st,1.0,,Minor,4 Clover & Lepricon,Burden United,3,0,7000
633,GIGABYTE Challenge #16,2015-06-26,5 - 8th,5.0,8.0,Monthly,SQreen's Squad,Abraxas,0,1,0
633,ProDota Cup,2015-06-23,5 - 8th,5.0,8.0,Minor,SQreen's Squad,ScaryFaceZ,0,2,0
633,FirstGameTV Dota 2 Cup,2015-06-07,1st,1.0,,Minor,Duza Gaming,4 Anchors + Sea Captain,3,0,5450
633,Esportal Dota 2 League Open Tournament 4,2015-05-26,2nd,2.0,,Minor,Dota AllStars,Vega Squadron,1,3,1088
633,Yard G2A Fest Ep.1,2015-05-20,9 - 16th,9.0,16.0,Minor,4 Clover & Lepricon,Moscow Five,1,2,0
633,GIGABYTE Challenge #14,2015-04-17,9 - 16th,9.0,16.0,Monthly,4 Clover & Lepricon,Chappa,0,1,0
633,Esportal Dota 2 League Invitational Tournament 3,2015-03-04,3 - 4th,3.0,4.0,Minor,Virtus.pro,Power Rangers,1,2,700
633,Esportal Dota 2 League Invitational Tournament 2,2015-02-15,5 - 8th,5.0,8.0,Minor,Virtus.pro,Ninjas in Pyjamas,0,2,0
633,Alienware Area 51 Dota 2 Cup,2015-01-23,2nd,2.0,,Minor,Virtus.pro,Ninjas in Pyjamas,1,2,2500
633,Dota Pit League Season 2,2014-12-22,3 - 4th,3.0,4.0,Premier,Virtus.pro,Team Secret,1,3,8866
633,XMG Captains Draft 2.0,2014-12-21,2nd,2.0,,Premier,Virtus.pro,Team Secret,2,3,63651
633,joinDOTA Masters XIV,2014-12-17,3 - 4th,3.0,4.0,Minor,Virtus.pro,4 Anchors + Sea Captain,1,2,2000
633,Esportal Dota 2 League Invitational Tournament 1,2014-12-12,5 - 8th,5.0,8.0,Major,Virtus.pro,MYinsanity,0,2,623
633,Battle of Central Europe Season 3,2014-12-02,13 - 16th,13.0,16.0,Major,Virtus.pro,Balkan Bears,0,2,0
633,DreamLeague Season 2,2014-11-29,3rd,3.0,,Premier,Virtus.pro,Cloud9,2,3,14834
633,MSI Beat IT 2014,2014-11-02,1st,1.0,,Major,Virtus.pro,Team Immunity,3,1,29146
633,StarLadder StarSeries Season 10,2014-10-25,7 - 8th,7.0,8.0,Premier,Virtus.pro,Cloud9,0,1,5850
633,i-League Season 1,2014-09-25,5 - 8th,5.0,8.0,Premier,Virtus.pro,Old Boys,1,2,7791
633,Game Show League Season 1,2014-09-13,3 - 4th,3.0,4.0,Major,Virtus.pro,NVMI,1,2,7000
633,Megafon Battle Arena,2014-08-25,3 - 4th,3.0,4.0,Major,Virtus.pro,Natus Vincere,2,2,0
633,HyperX D2L Western Challenge,2014-06-21,5 - 6th,5.0,6.0,Premier,RoX,Natus Vincere,-,W,1852
633,Dota 2 Champions League Season 3,2014-06-01,5 - 6th,5.0,6.0,Premier,RoX,Fnatic,-,W,0
633,DreamLeague Season 1,2014-05-11,7 - 11th,7.0,11.0,Premier,RoX,,,,8000
633,Excellent Moscow Cup,2014-05-09,5 - 10th,5.0,10.0,Premier,RoX,,,,0
633,Fragbite Masters 2014 Spring,2014-04-26,1st,1.0,,Major,RoX,Monomaniac,3,1,17000
633,StarLadder StarSeries Season 9,2014-04-19,7 - 8th,7.0,8.0,Premier,RoX,Team Empire,0,1,4750
633,Techlabs Cup 2014 Season 1,2014-04-05,3rd,3.0,,Major,RoX,NEXT.kz,0,1,3000
633,MLG T.K.O. Europe,2014-04-01,3rd,3.0,,Major,RoX,,,,4500
633,XMG Captains Draft Invitational,2014-03-23,5 - 6th,5.0,6.0,Major,RoX,,,,0
633,Dota 2 Champions League Season 2,2014-03-10,7 - 10th,7.0,10.0,Premier,RoX,,,,0
633,Electronic Sports Prime Shock Therapy Cup,2014-01-31,7 - 8th,7.0,8.0,Major,RoX,Team eHug,0,1,0
633,CIS Carnage 2014,2014-01-29,2nd,2.0,,Minor,Relax,Team Empire,1,2,1000
633,CIS Carnage 2014,2014-01-23,5 - 6th,5.0,6.0,Minor,RoX,Power Rangers,0,2,0
633,StarLadder StarSeries Season 8,2014-01-19,5 - 16th,5.0,16.0,Premier,RoX,,,,0
633,Pinnacle Pro-Am,2014-01-12,2nd,2.0,,Major,RoX,Sigma.int,2,3,3417
633,Netolic Pro League #4 West,2013-12-12,2nd,2.0,,Major,RoX,Fnatic,0,3,3000
633,Netolic Pro League #4 West: Fifth Cup,2013-12-04,3 - 4th,3.0,4.0,Minor,RoX,Evil Geniuses,0,2,0
633,Netolic Pro League #4 West: Fourth Cup,2013-12-03,5 - 8th,5.0,8.0,Minor,RoX,Team Empire,0,2,0
633,Netolic Pro League #4 West: Third Cup,2013-11-20,1st,1.0,,Minor,RoX,Speed Gaming/Speed Gaming.int,2,1,1000
633,Fragbite Masters,2013-10-24,17 - 32nd,17.0,32.0,Major,RoX,,,,0
633,WePlay Dota2 League Season 2,2013-10-17,5 - 8th,5.0,8.0,Premier,RoX,,,,0
633,StarLadder StarSeries Season 7,2013-10-12,4th,4.0,,Premier,RoX,Team Empire,0,2,1500
633,SteelSeries Euro Cup #1,2013-09-07,5 - 8th,5.0,8.0,Monthly,RoX,NEXT.kz,0,2,0
633,Techlabs Cup 2013 Season 2,2013-08-31,3rd,3.0,,Major,RoX,Power Rangers,0,1,1500
633,Corsair Gaming Summer Tournament 2013,2013-07-26,9 - 12th,9.0,12.0,Major,RoX,,,,0
633,The Premier League Season 5,2013-07-21,4th,4.0,,Premier,Virtus.pro,Evil Geniuses,1,2,1000
633,StarLadder StarSeries Season 6,2013-07-07,5 - 15th,5.0,15.0,Premier,RoX,,,,0
633,The Defense Season 4,2013-06-29,13 - 20th,13.0,20.0,Premier,RoX,,,,0
633,EIZO Cup #4,2013-05-26,2nd,2.0,,Monthly,RoX,ICCup,0,2,647
633,Curse Dota 2 Invitational,2013-05-18,3rd,3.0,,Major,RoX,Team Dignitas,0,2,2000
633,The Premier League Season 4,2013-04-23,5 - 10th,5.0,10.0,Premier,RoX,,,,0
633,RaidCall EMS One Spring Season,2013-04-21,2nd,2.0,,Premier,RoX,Natus Vincere,1,2,7000
633,GameCom Dota 2 EU Tournament,2013-04-18,1st,1.0,,Minor,RoX,Aurochs,2,0,2620
633,joinDOTA Masters XIII,2013-04-16,3 - 4th,3.0,4.0,Minor,RoX,Natus Vincere,0,1,0
633,Bigpoint Battle #3,2013-04-14,1st,1.0,,Monthly,RoX,Team Empire,2,0,1967
633,StarLadder StarSeries Season 5,2013-04-07,5 - 16th,5.0,16.0,Premier,RoX,,,,0
633,Ritmix Russian Dota 2 League,2013-03-31,7 - 8th,7.0,8.0,Major,RoX,Mousesports,1,2,0
633,ASUS Open 2012 Finals,2012-12-16,4th,4.0,,Premier,Wzriv Paketi,Natus Vincere,0,2,2000
7ckngMad,ESL One Birmingham 2018,2018-05-27,5 - 6th,5.0,6.0,Premier,OG,Fnatic,1,2,34000
7ckngMad,MDL Changsha Major,2018-05-18,7 - 8th,7.0,8.0,Premier,OG,Newbee,0,2,25000
7ckngMad,EPICENTER XL,2018-05-05,5 - 6th,5.0,6.0,Premier,OG,FlyToMoon,0,1,30000
7ckngMad,Dota 2 Asia Championships 2018,2018-04-01,13 - 14th,13.0,14.0,Premier,OG,,,,10000
7ckngMad,DreamLeague Season 9,2018-03-23,5 - 6th,5.0,6.0,Major,OG,Newbee,0,2,15000
7ckngMad,Galaxy Battles II: Emerging Worlds,2018-01-21,4th,4.0,,Major,OG,Team Spirit,0,1,45000
7ckngMad,World Cyber Arena 2017 MENA Qualifier,2017-10-07,2nd,2.0,,Minor,Team Lebanon,Orcus,1,3,14425
7ckngMad,WESG 2016 Europe & CIS Finals,2016-10-08,9 - 12th,9.0,12.0,Major,Que La Famille,The Imperial,1,2,0
7ckngMad,ProDotA Cup Europe #5,2016-04-14,5 - 6th,5.0,6.0,Minor,Kaipi,Team Empire,0,2,0
7ckngMad,paysafecard Go4Dota 2 October Finals,2015-11-11,2nd,2.0,,Monthly,E-LAB,Team Bad English,0,2,161
7ckngMad,ProDotA National Cup,2015-11-01,13 - 16th,13.0,16.0,Minor,France,Denmark,-,W,0
7ckngMad,The Defense Season 5,2015-10-05,13 - 18th,13.0,18.0,Major,Monkey Freedom Fighters,,,,0
7ckngMad,Dota 2 Champions League Season 6,2015-10-04,13 - 16th,13.0,16.0,Major,Monkey Freedom Fighters,Alliance,0,2,0
7ckngMad,Elimination Mode,2015-09-18,5 - 8th,5.0,8.0,Minor,Monkey Freedom Fighters,Alliance,1,2,0
7ckngMad,ESL One Frankfurt 2015,2015-06-20,5 - 8th,5.0,8.0,Premier,Alliance,Virtus.pro,0,2,14810
7ckngMad,DreamLeague Season 3,2015-06-14,4th,4.0,,Premier,Alliance,Ninjas in Pyjamas,1,2,12458
7ckngMad,joinDOTA MLG Pro League Season 2,2015-06-07,2nd,2.0,,Premier,Alliance,Ninjas in Pyjamas,1,2,41812
7ckngMad,i-League Season 3,2015-05-22,5 - 6th,5.0,6.0,Premier,Alliance,Team Malaysia,1,2,14935
7ckngMad,RoG Play It Cool Dota 2 Invitational,2015-05-03,2nd,2.0,,Major,Alliance,Virtus.pro,0,2,7500
7ckngMad,Dota Pit League Season 3,2015-04-28,7 - 8th,7.0,8.0,Premier,Alliance,Ninjas in Pyjamas,1,2,0
7ckngMad,StarLadder StarSeries Season 12,2015-04-25,5 - 6th,5.0,6.0,Premier,Alliance,Cloud9,0,2,6000
7ckngMad,Esportal Dota 2 League Invitational Tournament 3,2015-03-04,3 - 4th,3.0,4.0,Minor,Alliance,Ninjas in Pyjamas,1,2,700
7ckngMad,Dota 2 Canada Cup - Season 4,2015-03-01,1st,1.0,,Minor,Summer's Rift,Wheel Whreck While Whistling,3,1,4250
7ckngMad,Bridon Open Cup,2015-01-28,1st,1.0,,Minor,Basically Unknown,Balkan Bears,3,1,4426
7ckngMad,Dota Pit League Season 2,2014-12-13,7 - 8th,7.0,8.0,Premier,Denial eSports,Team Tinker,0,2,2015
7ckngMad,Battle of Central Europe Season 3,2014-12-10,5 - 6th,5.0,6.0,Major,Denial eSports,Aftershock Gaming,0,2,0
7ckngMad,Yard Red Festival,2014-11-07,5 - 6th,5.0,6.0,Minor,Denial eSports,Hehe united,0,1,0
7ckngMad,EIZO Cup #12,2014-10-02,3 - 4th,3.0,4.0,Monthly,Denial eSports,4 Anchors + Sea Captain,0,1,0
7ckngMad,XMG Captains Draft Invitational,2014-03-30,3 - 4th,3.0,4.0,Major,Sigma.int,Natus Vincere,0,3,4825
7ckngMad,Dota 2 Champions League Season 2,2014-03-02,7 - 10th,7.0,10.0,Premier,Sigma.int,,,,0
7ckngMad,MLG T.K.O. Europe,2014-02-25,6 - 8th,6.0,8.0,Major,Sigma.int,,,,0
7ckngMad,Electronic Sports Prime Shock Therapy Cup,2014-02-02,7 - 8th,7.0,8.0,Major,Sigma.int,Fnatic,0,1,0
7ckngMad,StarLadder StarSeries Season 8,2014-01-19,3rd,3.0,,Premier,Sigma.int,Natus Vincere,0,2,18600
7ckngMad,Pinnacle Pro-Am,2014-01-12,1st,1.0,,Major,Sigma.int,RoX,3,2,10251
7ckngMad,Dota 2 Champions League Season 1,2013-12-16,3rd,3.0,,Premier,Sigma.int,Team Liquid,3,1,7000
7ckngMad,RaidCall EMS One Fall Season,2013-12-07,5 - 8th,5.0,8.0,Premier,Sigma.int,,,,2000
7ckngMad,MLG Championship Columbus,2013-11-24,3 - 4th,3.0,4.0,Premier,Sigma.int,Speed Gaming/Speed Gaming.int,0,2,13696
7ckngMad,Netolic Pro League #4 West: Second Cup,2013-11-11,3 - 4th,3.0,4.0,Minor,Sigma.int,Virtus.pro,0,2,0
7ckngMad,Electronic Sports World Cup 2013,2013-11-03,3rd,3.0,,Premier,Sigma.int,4 Friends + Chrillee,2,0,5000
7ckngMad,Fragbite Masters,2013-10-24,17 - 32nd,17.0,32.0,Major,Sigma.int,,,,0
7ckngMad,Netolic Pro League #4 West: First Cup,2013-10-20,5 - 8th,5.0,8.0,Minor,Dd.Dota,Fnatic,0,2,0
7ckngMad,WePlay Dota2 League Season 2,2013-10-20,5 - 8th,5.0,8.0,Premier,Flipsid3 Tactics,,,,0
7ckngMad,StarLadder StarSeries Season 7,2013-10-13,5 - 16th,5.0,16.0,Premier,Quantic Gaming,,,,0
7ckngMad,Techlabs Cup 2013 Season 3,2013-09-28,4th,4.0,,Major,Dd.Dota,Al'met,1,2,1000
7ckngMad,StarLadder StarSeries Season 6,2013-07-05,4th,4.0,,Premier,Quantic Gaming,ICCup,0,2,1500
7ckngMad,The Defense Season 4,2013-06-29,13 - 20th,13.0,20.0,Premier,Quantic Gaming,,,,0
7ckngMad,DreamHack Summer 2013,2013-06-17,2nd,2.0,,Premier,Quantic Gaming,Alliance,1,2,10832
7ckngMad,RaidCall EMS One Spring Season,2013-04-21,5 - 8th,5.0,8.0,Premier,Dd.Dota,RoX,0,2,2000
7ckngMad,The Defense Season 3,2013-02-14,9 - 12th,9.0,12.0,Premier,Dd.Dota,Mousesports,0,2,0
7ckngMad,The Premier League Season 3,2012-12-17,5 - 9th,5.0,9.0,Premier,Meet Your Makers,,,,0
7ckngMad,Electronic Sports World Cup 2012,2012-11-03,3rd,3.0,,Premier,Team Shakira,Imaginary Gaming,2,0,5000
7ckngMad,GosuLeague Season 4 Divison 1,2012-10-28,4 - 8th,4.0,8.0,Major,Team Shakira,,,,0
7ckngMad,The International 2012,2012-08-31,13 - 16th,13.0,16.0,Premier,Mortal Teamwork,Counter Logic Gaming,0,1,0
7ckngMad,Samsung European Encounter,2012-08-19,3rd,3.0,,Major,Mortal Teamwork,Copenhagen Wolves,0,2,1231
7ckngMad,The Defense Season 2,2012-08-12,9 - 12th,9.0,12.0,Premier,Mortal Teamwork,Evil Geniuses,0,2,0
7ckngMad,The Premier League Masters,2012-07-29,1st,1.0,,Minor,Mortal Teamwork,Natus Vincere,3,0,500
7ckngMad,StarLadder StarSeries Season 2,2012-07-15,8th,8.0,,Premier,Mortal Teamwork,,,,250
7ckngMad,The Premier League Season 2,2012-07-08,3rd,3.0,,Premier,Mortal Teamwork,,,,2000
7ckngMad,DreamHack Summer 2012,2012-06-18,1st,1.0,,Premier,Mortal Teamwork,Natus Vincere,2,1,14386
7ckngMad,The Arena #2,2012-05-27,1st,1.0,,Minor,Mortal Teamwork,CompLexity Gaming,2,0,1000
7ckngMad,The Defense Season 1,2012-02-23,5 - 6th,5.0,6.0,Premier,Western Wolves,Quantic Gaming,0,2,0
7ckngMad,Dota2 Star Championship,2011-12-11,5 - 6th,5.0,6.0,Premier,Team Shakira,Natus Vincere,0,1,0
7ckngMad,DreamHack Winter 2011,2011-11-26,4th,4.0,,Major,Team Shakira,SK Gaming,0,2,1425
7ckngMad,Electronic Sports World Cup 2011,2011-10-25,5 - 12th,5.0,12.0,Premier,Virus Gaming,,,,0
86,WESG 2017 China Finals,2017-09-08,13 - 16th,13.0,16.0,Minor,Keen Gaming.Luminous,,,,0
86,MPGL Southeast Asian Championship,2016-09-09,9 - 10th,9.0,10.0,Major,EHOME.Keen,Tangerine,0,1,500
86,VPGame Pro League Season 2,2016-07-30,4th,4.0,,Major,EHOME.Keen,CDEC Avenger,1,2,3013
86,Pro Gamer League 2016 - Summer,2016-07-24,4th,4.0,,Major,EHOME.Keen,IG Vitality,1,2,0
86,Dota2 Professional League Season 1,2016-07-14,14th,14.0,,Major,EHOME.Keen,,,,5000
86,H-Cup Season 7,2016-06-19,2nd,2.0,,Weekly,EHOME.Keen,IG Vitality,0,2,770
86,H-Cup Season 6,2016-04-21,13 - 16th,13.0,16.0,Weekly,Brave Heart,,,,0
86,H-Cup Season 5,2016-04-07,13 - 16th,13.0,16.0,Weekly,Brave Heart,,,,0
86,H-Cup Season 4,2016-03-31,17 - 20th,17.0,20.0,Weekly,Brave Heart,,,,0
86,Shanghai Dota 2 Open Qualifier,2015-12-29,9 - 11th,9.0,11.0,Minor,Brave Heart,,,,0
86,ECL 2015 Dota 2 Autumn,2015-12-05,6 - 16th,6.0,16.0,Major,Brave Heart,,,,0
86,World Cyber Arena 2015 - Chinese Pro Qualifiers,2015-06-24,5 - 8th,5.0,8.0,Major,Brave Heart,LGD Gaming,0,2,3193
86,ECL 2015 Dota 2 Spring,2015-05-31,5 - 8th,5.0,8.0,Major,Brave Heart,,,,0
86,VPGame Pro League Season 1,2015-04-11,13 - 16th,13.0,16.0,Major,Brave Heart,,,,0
876,H-Cup Season 8,2017-12-15,21 - 24th,21.0,24.0,Weekly,Brave Heart,,,,0
876,Dota2 Professional League Season 4 (2017 S2) - Secondary,2017-11-03,7 - 8th,7.0,8.0,Minor,Brave Heart,VDuoBao,0,2,1507
876,Niu League 2017 Season 2,2017-05-08,13 - 16th,13.0,16.0,Minor,Brave Heart,Wings.Red,0,1,0
876,Dota2 Professional League Season 3  (2017 S1) - Secondary,2017-04-20,5th,5.0,,Minor,Brave Heart,,,,726
876,Dota2 ACE - Provisional,2016-11-12,17 - 26th,17.0,26.0,Major,Rampage Gaming,,,,0
876,VPGame Pro League Season 2,2016-07-31,2nd,2.0,,Major,CDEC Avenger,IG Vitality,0,3,12053
876,Pro Gamer League 2016 - Summer,2016-07-23,5 - 8th,5.0,8.0,Major,CDEC Avenger,,,,0
876,G-League 2016,2016-07-04,3 - 4th,3.0,4.0,Major,CDEC Avenger,TongFu,0,2,2993
876,ECL 2015 Dota 2 Spring,2015-05-30,9 - 16th,9.0,16.0,Major,Newbee Young,,,,0
876,World Cyber Arena 2015 - Chinese Pro Qualifiers,2015-05-07,9 - 16th,9.0,16.0,Major,Newbee Young,,,,3193
876,National Electronic Sports Tournament 2014,2014-10-30,5 - 8th,5.0,8.0,Premier,Newbee Young,LV Gaming,0,2,1630
897,Dota2 Professional League Season 5 (2018 S1) - Top,2018-03-28,11 - 12th,11.0,12.0,Major,Team MAX,,,,3972
897,H-Cup Season 8,2017-12-15,17 - 20th,17.0,20.0,Weekly,For The Dream,,,,0
897,ProDotA Cup China #1,2017-11-27,5 - 6th,5.0,6.0,Minor,For The Dream,Keen Gaming,1,2,0
897,Dota2 Professional League Season 4 (2017 S2) - Secondary,2017-11-06,2nd,2.0,,Minor,For The Dream,Vici Gaming Potential,1,3,4522
897,World Cyber Arena 2017 China Qualifier,2017-10-15,2nd,2.0,,Minor,For The Dream,Invictus Gaming,1,2,7600
897,World Cyber Arena 2017 TPC Finals,2017-06-10,4th,4.0,,Minor,FTD club A,Avalon Club,0,2,0
897,VPGame Challenge League Season 3,2017-04-23,2nd,2.0,,Minor,FTD club A,EHOME,0,3,1162
